Sales,Gross Sales,Returns,Discounts & Comps,Net Sales,Gift Card Sales,Tax,Tip,Refunds by Amount,Total,Total Collected,Cash,Card,Other,Gift Card,Fees,Net Total
10/31/2022,1040.6,0.0,0.0,1040.6,0.0,0.0,60.27,0.0,1100.87,1100.87,0.0,1100.87,0.0,0.0,33.24,1067.63
